ticker,innovation_decay_score,strategic_decay_score,topic_rigidity_score,management_confidence_score,innovation_decay_zscore,topic_rigidity_zscore,strategic_decay_zscore,management_confidence_zscore,management_confidence_zscore_aligned,final_stagnation_score
CB,0.000289667,-0.000443366,0.988654315,0.644687756,0.052216992,0.772058716,0.118848081,0.699625182,-0.699625182,0.060874652
WELL,0.000751902,-0.002618954,0.984891653,0.638522212,0.134449035,0.744898666,-0.016786649,0.647008036,-0.647008036,0.053888254
NEM,0.001861902,0.002164736,0.990337372,0.701241369,0.331919076,0.784207532,0.281447508,1.182257318,-1.182257318,0.0538292
INTU,0.000994238,-0.006399776,0.986107647,0.618812025,0.177560732,0.753676086,-0.252498035,0.478800041,-0.478800041,0.049984685
TRGP,0.001446289,0.007351335,0.858639538,0.621459572,0.257981112,-0.166427747,0.60480057,0.501394379,-0.501394379,0.048739889
TRMB,0.00252957,0.000693253,0.956908047,0.680196768,0.450697849,0.542904433,0.189709415,1.002661353,-1.002661353,0.045162586
LVS,-0.001548369,-0.017589786,0.955920517,0.461154848,-0.274771459,0.535776141,-0.950127466,-0.866656352,0.866656352,0.044383392
CTAS,0,-0.00127963,0.993081868,0.645761896,0.000684927,0.804018143,0.066712096,0.708791964,-0.708791964,0.0406558
CRH,0.002834368,-0.006235609,0.854840159,0.551852828,0.504921654,-0.193852826,-0.242263218,-0.092634014,0.092634014,0.040359906
VLO,-0.001112313,0.006266829,0.722618401,0.449509571,-0.197196557,-1.148269954,0.537188135,-0.966037891,0.966037891,0.039439879
SBAC,-0.001647946,0.003387213,0.961926937,0.620299755,-0.292486156,0.579132317,0.357661533,0.491496429,-0.491496429,0.038202816
MDLZ,-0.000958831,-0.000811753,0.973820448,0.614435266,-0.169892075,0.664983319,0.095881419,0.441448498,-0.441448498,0.037381041
WST,-0.001418908,0.00217434,1.000000119,0.648943474,-0.251740193,0.8539562,0.282046248,0.73594375,-0.73594375,0.037079626
STLD,0.002304308,-0.007391753,1,0.657118704,0.410623513,0.85395534,-0.314341818,0.80571168,-0.80571168,0.036131339
WDC,-0.000159513,0.005750322,0.890671968,0.609310342,-0.027692587,0.06479214,0.504987078,0.397712071,-0.397712071,0.03609364
IVZ,-1.45E-05,-0.005827412,0.97113663,0.596315425,-0.001894509,0.645610696,-0.216814574,0.286812627,-0.286812627,0.035022247
TTWO,-0.001814759,0.001669905,0.699167907,0.383899852,-0.322162392,-1.317542797,0.250597755,-1.525955416,1.525955416,0.034211995
GIS,-0.00089388,-0.013148537,1.000000119,0.549870483,-0.158337182,0.8539562,-0.673242433,-0.109551476,0.109551476,0.032982015
MKC,-0.002098607,-0.008783257,0.993513584,0.551513263,-0.372659283,0.807134404,-0.401093675,-0.095531886,0.095531886,0.032228333
NXPI,-0.005829274,-0.007496854,0.995579422,0.485792938,-1.036348442,0.822046251,-0.320894204,-0.656393323,0.656393323,0.030299232
A,7.76E-05,0.004821823,0.968982995,0.676590594,0.014486768,0.630065099,0.447100756,0.971886031,-0.971886031,0.029941648
LHX,0.002094609,-0.004918813,0.780055225,0.48815081,0.373317842,-0.733673377,-0.160168923,-0.636271094,0.636271094,0.028936659
YUM,-0.001604995,0.009861647,0.880195141,0.603880935,-0.284845162,-0.010832809,0.761303331,0.351377169,-0.351377169,0.028562048
XYZ,-0.00016513,-0.005907936,0.989820659,0.61299429,-0.028691805,0.780477741,-0.221834789,0.429151123,-0.429151123,0.025200006
APA,-0.003603975,-0.008505873,0.984940052,0.51832217,-0.640465681,0.745248025,-0.383800475,-0.378786783,0.378786783,0.024942163
HST,-0.005206044,-0.002304059,0.996517003,0.540954768,-0.925475187,0.828813998,0.002845114,-0.185638754,0.185638754,0.02295567
EXPE,0.003298812,-0.009567046,0.953340232,0.63034828,0.587546742,0.517150853,-0.449958152,0.577251176,-0.577251176,0.019372067
GD,0.000490714,0.00358512,0.831154644,0.565351748,0.087983353,-0.364822124,0.369999848,0.022566629,-0.022566629,0.017648612
PNC,0.000766329,-0.003827125,1,0.659863397,0.137015579,0.85395534,-0.092108828,0.829135067,-0.829135067,0.017431756
COHR,0.005937613,-0.011881619,0.893825769,0.623557374,1.05699198,0.087557241,-0.594257776,0.51929715,-0.51929715,0.007748574
FE,-0.00134591,0.000450376,0.973073959,0.628994638,-0.238753803,0.659594936,0.174567492,0.56569911,-0.56569911,0.007427379
HRL,0.003897856,-0.003696599,0.742025077,0.513574653,0.694117177,-1.008186624,-0.08397133,-0.419302397,0.419302397,0.005315405
PAYX,0.004991017,-0.009168636,0.98797816,0.705476523,0.888591585,0.767178021,-0.425119687,1.21840039,-1.21840039,0.003062382
DIS,-0.002091192,0.006443374,0.957371712,0.646374514,-0.371340052,0.546251305,0.548194654,0.714020083,-0.714020083,0.002271456
AVY,0,0.004673435,0.979238212,0.695622609,0.000684927,0.704090399,0.437849695,1.13430646,-1.13430646,0.00207964
TKO,0.002411555,0.013696881,0.662460923,0.544613429,0.429702931,-1.582505045,1.000406954,-0.154415502,0.154415502,0.000505086
SYK,0.00539693,-0.003500755,0.835345447,0.628384221,0.960804005,-0.334571628,-0.071761585,0.560489777,-0.560489777,-0.001504746
WMT,-0.000432687,-0.023027368,0.99387008,0.498648097,-0.076290463,0.809707697,-1.289127846,-0.546686577,0.546686577,-0.002256009
PEG,0.001706409,0.013023477,0.799760818,0.643341523,0.304256791,-0.59143237,0.958424274,0.68813634,-0.68813634,-0.004221911
AKAM,0.00070025,-0.002722578,0.865197182,0.563296438,0.125260001,-0.119092669,-0.023246988,0.005026488,-0.005026488,-0.005526536
VRSK,0.000287728,-0.005299877,0.995084763,0.646398328,0.051872063,0.818475651,-0.183926002,0.71422331,-0.71422331,-0.006950399
NRG,-0.002414697,-0.009593869,0.991514385,0.556298506,-0.428891998,0.792703571,-0.451630428,-0.054694316,0.054694316,-0.008281135
BKNG,0.001435581,-0.010809214,0.924127102,0.571665828,0.256076232,0.306281535,-0.527399795,0.076451391,-0.076451391,-0.010373355
FICO,0.002953983,0.000510259,0.968300164,0.724296218,0.526201318,0.625136218,0.178300857,1.379008872,-1.379008872,-0.01234262
PNR,-0.000775365,-0.007791714,0.988530457,0.603438601,-0.137253308,0.771164667,-0.339276938,0.347602262,-0.347602262,-0.01324196
TT,-0.001241918,0.003015237,0.990014255,0.676366655,-0.220253503,0.781875176,0.334471051,0.969974924,-0.969974924,-0.01847055
CMCSA,0.000452364,-0.00775632,0.824627876,0.49386742,0.081160937,-0.411934335,-0.337070349,-0.587485185,0.587485185,-0.020089641
ABBV,-0.002672306,0.00789787,0.992677212,0.685887847,-0.474720821,0.801097213,0.638873684,1.05122938,-1.05122938,-0.021494826
AMGN,0.000130207,-0.001072142,0.708325863,0.438982715,0.023848852,-1.25143787,0.07964772,-1.055874756,1.055874756,-0.023016635
BIIB,-0.000461412,-0.000376297,0.747885227,0.465631704,-0.081400774,-0.965886268,0.123029463,-0.828450578,0.828450578,-0.02395175
POOL,0.001953178,0.01628873,0.706932068,0.604645975,0.348157149,-1.261498709,1.16199304,0.357906069,-0.357906069,-0.027313647
ROK,-0.004952598,0.007375755,0.996225595,0.640391741,-0.880386994,0.826710532,0.606322963,0.662962718,-0.662962718,-0.027579054
GEHC,0.007565205,-0.011982332,0.886411428,0.667164189,1.346542056,0.034038258,-0.600536658,0.891440495,-0.891440495,-0.02784921
CVS,-0.001164006,-0.005452113,0.970856667,0.607814355,-0.206392903,0.643589838,-0.193416959,0.384945224,-0.384945224,-0.035291312
AVGO,-0.000676364,-0.004379065,0.980946541,0.634843621,-0.119640907,0.716421639,-0.126518935,0.615614702,-0.615614702,-0.036338226
AFL,0.00070221,-0.004648582,0.802457154,0.510940956,0.12560881,-0.571969397,-0.143321653,-0.441778533,0.441778533,-0.036975927
ZBH,-0.00131644,-0.014664183,0.889173329,0.469874782,-0.233510967,0.053974501,-0.767733809,-0.79223988,0.79223988,-0.038757599
MSFT,0.002777062,-0.013806316,0.96110934,0.622787089,0.494726983,0.573230652,-0.714250988,0.512723489,-0.512723489,-0.039754211
WAB,0.001324645,-0.011560946,0.991394281,0.635647751,0.236340573,0.791836628,-0.574265764,0.622477203,-0.622477203,-0.042141441
CSGP,0.002068682,0.003102708,0.592636108,0.421357837,0.368705354,-2.086521933,0.339924336,-1.206286581,1.206286581,-0.042901416
CINF,0,-0.003321317,0.987769067,0.666097836,0.000684927,0.765668723,-0.060574741,0.882340166,-0.882340166,-0.044140314
PG,-0.000656251,-0.007802422,0.999707937,0.630562846,-0.116062745,0.851847141,-0.339944552,0.579082295,-0.579082295,-0.045810613
GS,-0.000476873,0.001003052,0.995788574,0.696053901,-0.084151221,0.823555979,0.209023529,1.137987138,-1.137987138,-0.047389713
FRT,0.000409836,0.023565311,0.804544985,0.717960154,0.073595155,-0.55689879,1.615643885,1.324936492,-1.324936492,-0.048149061
VZ,1.54E-05,-0.00493347,0.875439167,0.562127463,0.00341784,-0.045162884,-0.161082729,-0.004949623,0.004949623,-0.049469537
GEV,,,0.976309836,0.654707971,,0.682952483,,0.785138337,-0.785138337,-0.051092927
CHRW,-0.001115242,-0.003187183,0.944759548,0.611167638,-0.197717625,0.455212845,-0.052212278,0.413562357,-0.413562357,-0.052069854
RSG,-0.000930417,0.007255707,0.881078482,0.640133281,-0.164837225,-0.004456584,0.598838731,0.660757003,-0.660757003,-0.05780302
MS,-0.00177035,0.001482704,0.913265407,0.607989914,-0.314261966,0.227878497,0.238926887,0.386443457,-0.386443457,-0.05847501
LRCX,-0.006485877,-0.004316665,0.995085299,0.536843833,-1.153158802,0.818479523,-0.122628657,-0.220721737,0.220721737,-0.05914655
AXP,-0.001927134,0.003439785,0.95515281,0.655373933,-0.342154053,0.530234591,0.360939088,0.790821696,-0.790821696,-0.060450517
FDX,0.001081095,-0.015859016,0.737393379,0.39454424,0.193012835,-1.041619639,-0.842224424,-1.435115528,1.435115528,-0.063928925
ALL,-0.002841249,-0.005042711,0.981854439,0.600564149,-0.504775908,0.722975124,-0.16789323,0.323071505,-0.323071505,-0.06819138
ESS,0.006014271,-0.007834465,0.997400343,0.779082982,1.070629408,0.835190223,-0.341942186,1.846562607,-1.846562607,-0.070671291
SO,-0.000994971,0.000330714,0.997697294,0.693857897,-0.176321318,0.837333701,0.167107296,1.119246298,-1.119246298,-0.072781655
ICE,-0.001151497,-0.009375699,0.991343319,0.61834247,-0.204167558,0.791468769,-0.438028858,0.474792831,-0.474792831,-0.08138012
UNP,-0.002949682,0.029988433,0.828832924,0.731264155,-0.5240663,-0.38158101,2.016086656,1.438473689,-1.438473689,-0.082008586
DAL,0.005168307,0.010995834,0.547376573,0.524689873,0.920131673,-2.413219114,0.832013022,-0.324444401,0.324444401,-0.084157504
RMD,-0.001214575,0.000571617,0.987012208,0.688001095,-0.215389108,0.760205478,0.182126154,1.069263974,-1.069263974,-0.085580363
KMI,-0.002670078,0.001645793,0.997594059,0.676537574,-0.474324583,0.836588518,0.249094525,0.971433562,-0.971433562,-0.090018776
AMT,-0.000402622,0.005163305,0.833360493,0.610735269,-0.070941937,-0.348899633,0.468390104,0.409872489,-0.409872489,-0.090330989
J,-0.006132293,0.020882375,0.794968903,0.57450454,-1.090255795,-0.626021883,1.448379015,0.100677142,-0.100677142,-0.092143951
VMC,-0.00277107,-0.00311016,0.966059864,0.614045573,-0.492290994,0.608965045,-0.0474104,0.438122838,-0.438122838,-0.092214797
ELV,-0.0004,0.004312126,0.935001373,0.692140726,-0.070475455,0.384775355,0.41532423,1.104591848,-1.104591848,-0.09374193
FITB,-0.000494693,-0.001186815,0.999195516,0.704890837,-0.087321514,0.848148329,0.07249856,1.21340211,-1.21340211,-0.095019184
L,-0.000218872,-0.001145621,0.961914361,0.682899327,-0.038252558,0.579041535,0.075066766,1.025725165,-1.025725165,-0.102467355
DRI,0,-0.002378018,0.98582238,0.698967182,0.000684927,0.751616935,-0.001765775,1.162849259,-1.162849259,-0.103078293
MU,-0.011748684,0.011492589,0.697121561,0.312183751,-2.089417095,-1.332313954,0.86298268,-2.137985196,2.137985196,-0.105190793
CPRT,-0.000275517,-0.007743387,0.898599803,0.58162664,-0.048329779,0.12201768,-0.336264053,0.161457596,-0.161457596,-0.106008437
IR,-0.001451926,0.005986295,0.993101776,0.73755821,-0.257614122,0.804161845,0.519698581,1.492187552,-1.492187552,-0.106485312
SPGI,0.002010376,-0.011352296,0.996536911,0.686114307,0.358332676,0.8289577,-0.56125769,1.05316201,-1.05316201,-0.106782331
COF,0,-0.000706554,0.9997527,0.724778292,0.000684927,0.852170255,0.10243991,1.383122923,-1.383122923,-0.106956958
PPG,-0.001430477,-0.01081505,0.781528473,0.438880134,-0.253798384,-0.723039022,-0.527763638,-1.05675019,1.05675019,-0.111962713
TJX,-0.005286344,0.000271126,0.975601435,0.604118454,-0.939760652,0.677839026,0.163392327,0.353404171,-0.353404171,-0.112983367
FOX,0.005011119,0.003296607,0.858677864,0.743075189,0.892167863,-0.166151099,0.352012819,1.539269809,-1.539269809,-0.115310056
EG,0.000198245,0.010967131,0.840796173,0.683829765,0.03595296,-0.295226622,0.830223565,1.033665582,-1.033665582,-0.11567892
AEE,-0.001552762,-0.001897583,0.882617772,0.589386334,-0.275552896,0.006654482,0.028186447,0.227679316,-0.227679316,-0.117097821
MCO,0.003936582,-0.014219428,0.984869421,0.700378237,0.701006549,0.744738185,-0.740006017,1.174891299,-1.174891299,-0.117288146
FOXA,0.005011119,0.003296607,0.857090175,0.743105097,0.892167863,-0.177611524,0.352012819,1.539525043,-1.539525043,-0.118238971
DD,-0.000185643,0.006155102,0.845603406,0.646452727,-0.032341074,-0.260526537,0.530222637,0.714687558,-0.714687558,-0.119333133
CTVA,-0.00147347,-0.00233347,0.973283708,0.665707482,-0.261446726,0.661108966,0.001011573,0.879008859,-0.879008859,-0.119583762
CPAY,-0.00014599,-0.011849725,0.99179554,0.640893924,-0.025286849,0.794733035,-0.59226942,0.667248377,-0.667248377,-0.122517903
CBOE,-0.002355021,-0.00250628,0.984146297,0.656641819,-0.418275634,0.739518458,-0.009762124,0.801641919,-0.801641919,-0.122540305
GPN,-0.003635956,-0.034178222,0.900728226,0.328067956,-0.646155042,0.137381284,-1.984316095,-2.00242838,2.00242838,-0.122665369
JKHY,-0.001934379,-0.003401791,0.986162961,0.660759465,-0.343442926,0.754075353,-0.065591829,0.836782169,-0.836782169,-0.122935393
BRO,-0.001801802,0.00226063,0.986521006,0.707326299,-0.319857335,0.756659832,0.287425912,1.2341865,-1.2341865,-0.127489523
ROL,0.001098901,0.004891684,0.710236728,0.554782277,0.196180482,-1.237644659,0.451456221,-0.067633909,0.067633909,-0.130593512
PTC,-0.003054798,0.005926139,0.922781229,0.657591068,-0.542766581,0.296566612,0.515948201,0.809742864,-0.809742864,-0.134998658
SWK,0.000571332,-0.014248749,0.951538384,0.610767617,0.10232544,0.50414456,-0.741834009,0.410148549,-0.410148549,-0.13637814
WTW,-0.00212258,-1.54E-05,0.999182403,0.699161764,-0.376924047,0.848053675,0.145527673,1.164509836,-1.164509836,-0.136963134
JPM,0.000241284,0.001219806,0.947864234,0.714530057,0.043609535,0.477623424,0.222536825,1.295663833,-1.295663833,-0.137973512
CL,-0.000128253,-0.009551895,0.964353263,0.642339285,-0.022131372,0.596646282,-0.449013597,0.679583179,-0.679583179,-0.138520466
NTRS,-1.04E-05,0.001825232,0.992749214,0.754216545,-0.001172051,0.801616948,0.260281479,1.634350847,-1.634350847,-0.143406118
LNT,-0.001520138,-0.004038975,0.853716373,0.56480057,-0.269749089,-0.201964658,-0.10531637,0.017862846,-0.017862846,-0.148723241
TPL,-0.004428019,-0.009182942,0.989645302,0.581636083,-0.787063846,0.779211962,-0.426011626,0.16153818,-0.16153818,-0.148850423
AON,0.000161899,-0.00094661,0.954562485,0.707922287,0.029486921,0.525973449,0.087473875,1.239272697,-1.239272697,-0.149084613
XEL,0.000117855,-0.007911113,0.999319315,0.694169549,0.021651508,0.849041947,-0.346720729,1.121905959,-1.121905959,-0.149483308
LYV,-5.20E-05,-0.004717585,0.954335868,0.67638706,-0.008561484,0.524337659,-0.147623576,0.970149062,-0.970149062,-0.150499116
NVR,-0.000812468,-0.006687242,0.885073841,0.588276059,-0.143853854,0.02438314,-0.270419787,0.218204163,-0.218204163,-0.152023666
PCG,0.000520358,-0.008882911,0.948076248,0.653818428,0.093257112,0.479153804,-0.407306462,0.777546916,-0.777546916,-0.153110616
EQIX,-0.006052995,4.03E-05,1,0.626409827,-1.076148586,0.85395534,0.149001934,0.543640173,-0.543640173,-0.154207871
ALLE,0.002673579,-0.013143682,0.834922314,0.573668241,0.47631722,-0.337625934,-0.672939812,0.093540114,-0.093540114,-0.15694716
RVTY,-0.001115435,-0.010905596,0.997318923,0.648620526,-0.197751972,0.834602509,-0.533408666,0.733187691,-0.733187691,-0.157436455
MA,0,-0.010116541,0.95183605,0.639310666,0.000684927,0.506293201,-0.484215855,0.653736754,-0.653736754,-0.15774362
ACN,0.000468192,-0.00963484,0.98992306,0.685677772,0.083976644,0.781216902,-0.454184686,1.049436591,-1.049436591,-0.159606933
ADBE,-0.003781497,-0.008061329,0.982964814,0.603574831,-0.672046923,0.73099015,-0.356085805,0.348764855,-0.348764855,-0.161476858
TTD,0.000322405,0.021488443,0.551162064,0.541559808,0.058041107,-2.385894281,1.48616373,-0.180475298,0.180475298,-0.165303537
SWKS,0.00410441,-0.003862755,0.829024613,0.671210277,0.730863446,-0.380197344,-0.094330117,0.925970062,-0.925970062,-0.167408519
KO,-0.009000295,-0.006915562,0.970300734,0.495751436,-1.600476239,0.639576946,-0.284654181,-0.571406873,0.571406873,-0.16853665
ATO,0,-0.006642743,0.998707592,0.710180121,0.000684927,0.844626347,-0.26764553,1.258541202,-1.258541202,-0.170218864
ACGL,0.001072961,-0.008209105,0.889259338,0.63018518,0.19156578,0.054595344,-0.365298773,0.575859269,-0.575859269,-0.173749229
AME,0.001298476,-0.001729479,0.68718487,0.511804689,0.231685073,-1.404040027,0.038666709,-0.434407388,0.434407388,-0.174820214
CBRE,-5.15E-05,0.00213526,0.902318239,0.694893505,-0.008472128,0.148858488,0.279609821,1.12808424,-1.12808424,-0.177022015
AOS,0.006513629,-0.006744341,0.639731944,0.544820405,1.159465741,-1.746569778,-0.273979555,-0.152649159,0.152649159,-0.177108608
COP,0.002695867,-0.033878664,0.977608442,0.552974434,0.48028222,0.692326222,-1.965640499,-0.083062156,0.083062156,-0.177492475
GEN,0.002186203,0.007488796,0.810332477,0.703360578,0.389612475,-0.515122902,0.613370398,1.200342784,-1.200342784,-0.178120703
SCHW,0.002714827,-0.000400568,0.791130602,0.644165368,0.483655187,-0.653727912,0.121516301,0.695167085,-0.695167085,-0.185930877
SLB,0.004300373,-0.007689162,0.770242512,0.608343354,0.765725336,-0.804504541,-0.332883457,0.389459735,-0.389459735,-0.190280599
WM,-0.000608945,-0.00083126,0.877129495,0.648061075,-0.107646901,-0.032961578,0.094665263,0.728413303,-0.728413303,-0.19358913
WYNN,-0.003481511,-6.49E-05,0.991447449,0.692065364,-0.61867918,0.792220407,0.142442662,1.103948707,-1.103948707,-0.196991205
PFG,0.001295712,-0.000907076,0.898210227,0.70804316,0.231193304,0.119205602,0.089938565,1.240304235,-1.240304235,-0.199991691
NEE,-0.000290192,-0.000821951,0.978260458,0.744590376,-0.050940429,0.697032667,0.095245612,1.552200508,-1.552200508,-0.202715664
HD,-0.002131642,-0.000968505,0.590818584,0.377546147,-0.378536187,-2.099641381,0.086108859,-1.580178338,1.580178338,-0.202972593
PCAR,-0.003903227,-0.00667881,0.930356503,0.586690944,-0.693702916,0.351247256,-0.269894089,0.204676689,-0.204676689,-0.20425661
MRSH,-0.000630982,0.000213798,0.940286636,0.713881084,-0.11156736,0.422926001,0.159818315,1.290125456,-1.290125456,-0.204737125
BAX,-0.006805255,-0.002146877,0.763624907,0.418528689,-1.20997647,-0.852272445,0.012644459,-1.230430717,1.230430717,-0.204793435
TGT,-0.000520523,0.003941361,0.726088822,0.563094989,-0.091916582,-1.123219394,0.392209315,0.003307309,-0.003307309,-0.206558492
CHD,0.000437772,-0.005319069,0.482870251,0.31409397,0.078565017,-2.878845494,-0.185122523,-2.121683261,2.121683261,-0.215929935
TEL,-0.000985744,-0.010959919,0.965383053,0.651957071,-0.174679956,0.604079618,-0.536795343,0.761661978,-0.761661978,-0.217264415
F,0.001476413,0.006741343,0.718495667,0.625071988,0.263340281,-1.178029111,0.566771229,0.532222965,-0.532222965,-0.220035141
VRSN,-0.001755935,0.006652211,0.944282591,0.750217031,-0.311697617,0.451770028,0.561214415,1.600218739,-1.600218739,-0.224732978
LITE,-0.001546879,-0.001445539,0.879434049,0.641625465,-0.274506317,-0.016326602,0.056368683,0.673491395,-0.673491395,-0.226988908
SHW,-0.001423625,-0.001187912,0.858608305,0.630978015,-0.252579359,-0.166653195,0.072430163,0.582625378,-0.582625378,-0.232356942
MET,0.001187565,-0.013909442,0.987187564,0.70197929,0.21195389,0.761471257,-0.720680315,1.188554782,-1.188554782,-0.233952487
RF,-0.000559416,-0.01156647,0.880606115,0.593137559,-0.098835703,-0.007866272,-0.574610128,0.259692509,-0.259692509,-0.235251153
MAS,-0.00333131,-0.011534087,0.984957874,0.624310447,-0.591958268,0.745376668,-0.572591287,0.525723927,-0.525723927,-0.236224204
MLM,0.001716144,-0.014651333,0.957242489,0.683527226,0.30598852,0.545318535,-0.766932689,1.03108369,-1.03108369,-0.236677331
FTV,-0.000138936,-0.006518156,0.86384654,0.627738301,-0.02403191,-0.128842011,-0.259878298,0.554977454,-0.554977454,-0.241932418
HBAN,-3.89E-05,0.005382633,0.795447528,0.66087411,-0.006227048,-0.622567019,0.482063922,0.837760557,-0.837760557,-0.246122675
FCX,0.00456058,-0.013412653,0.805226326,0.628841218,0.812016546,-0.551980664,-0.689708513,0.564389815,-0.564389815,-0.248515611
APH,0.007760846,-0.012648334,0.756243467,0.659857599,1.3813469,-0.905553933,-0.642057831,0.829085589,-0.829085589,-0.248837613
ABNB,-0.009167438,0.028602847,0.728913307,0.588871382,-1.630211104,-1.102831395,1.9297038,0.223284685,-0.223284685,-0.256655846
NCLH,0.00152296,-0.001619656,0.584238112,0.472356546,0.271620933,-2.147141242,0.045513553,-0.771060355,0.771060355,-0.2647366
TPR,-0.001219812,-0.001740266,0.870002806,0.657440147,-0.21632088,-0.0844042,0.037994237,0.808454899,-0.808454899,-0.267796436
CMG,-0.00201017,-0.029613818,0.831229031,0.405009556,-0.35692619,-0.364285179,-1.699753142,-1.345803857,1.345803857,-0.268790163
VICI,0.00282083,-0.018236146,0.972388744,0.708256033,0.502513342,0.654648844,-0.99042411,1.242120907,-1.242120907,-0.268845707
COR,0.00043771,0.004137785,0.740303576,0.627313421,0.078553991,-1.020612948,0.404455141,0.551351497,-0.551351497,-0.272238828
TDG,0.001295136,-0.004681945,0.884408951,0.703605211,0.231090908,0.019583762,-0.145401648,1.2024305,-1.2024305,-0.27428937
COO,-0.006000779,-0.048252511,0.924174607,0.268261429,-1.066859406,0.30662444,-2.86176289,-2.51282109,2.51282109,-0.277294192
MNST,0.001051133,0.001469274,0.647811055,0.545030847,0.187682486,-1.688252277,0.238089613,-0.150853237,0.150853237,-0.277906735
IRM,-0.001400862,-0.010260491,0.983988583,0.694990156,-0.248529797,0.738380031,-0.493190276,1.128909072,-1.128909072,-0.283062279
LII,-0.000155458,0.002305761,0.783402979,0.643766457,-0.026971286,-0.70950826,0.290239526,0.691762756,-0.691762756,-0.284500694
CMI,-0.004588123,-0.00882809,0.983956575,0.63996721,-0.815546569,0.73814899,-0.40388871,0.659339738,-0.659339738,-0.285156507
HWM,-0.003559753,-0.027014932,0.994762719,0.539062012,-0.632598492,0.81615104,-1.537728318,-0.201791651,0.201791651,-0.28809603
PRU,0.00493531,0.00819992,0.585448325,0.628771096,0.878681267,-2.138405557,0.657704666,0.56379139,-0.56379139,-0.291452753
FISV,-0.001177339,-0.034811995,0.825069606,0.389973469,-0.208764893,-0.408745792,-2.02382803,-1.474122785,1.474122785,-0.291803982
DOW,-0.003119375,-0.019118938,0.811260402,0.452566276,-0.554254913,-0.508424855,-1.045460848,-0.939951781,0.939951781,-0.292047209
WBD,-0.000885248,-0.003443498,0.993302107,0.767731065,-0.156801591,0.805607897,-0.068192009,1.749684622,-1.749684622,-0.292267581
IQV,-0.000854988,-0.007206109,0.963813305,0.716047912,-0.151418299,0.592748697,-0.302768007,1.308617297,-1.308617297,-0.292513727
HII,0.003895783,0.003907401,0.727359712,0.700122949,0.693748477,-1.11404572,0.390092082,1.172712648,-1.172712648,-0.300729452
CDNS,0.003104127,-0.017768036,0.883909523,0.658767271,0.552912081,0.015978742,-0.96124031,0.819780659,-0.819780659,-0.303032536
CPB,-0.004890839,-0.009368596,0.872432053,0.544548158,-0.869400025,-0.066869153,-0.437586032,-0.154972529,0.154972529,-0.30472067
AAPL,0.000177611,-0.01016457,0.806693375,0.590141885,0.032282038,-0.541391054,-0.487210145,0.234127237,-0.234127237,-0.307611599
INTC,0.002657731,-0.019081399,0.702325821,0.488741047,0.473497862,-1.29474801,-1.043120528,-0.631233978,0.631233978,-0.308284174
AZO,-0.001818129,-0.018427468,0.758285463,0.458556925,-0.322761971,-0.890814184,-1.00235189,-0.888827196,0.888827196,-0.331775212
STE,-0.001296418,-0.01142787,0.985389173,0.713437926,-0.229949117,0.748489918,-0.565969252,1.28634351,-1.28634351,-0.33344299
GL,-0.000947156,0.005340138,0.78085357,0.671915719,-0.167815117,-0.727910681,0.47941458,0.93199035,-0.93199035,-0.337075392
STT,-0.001312446,-0.009090432,0.971622169,0.720478398,-0.232800387,0.649115469,-0.420244147,1.346427353,-1.346427353,-0.337589105
META,-0.002098251,-0.026918963,0.988289654,0.590478348,-0.372596001,0.769426479,-1.531745209,0.236998637,-0.236998637,-0.342978342
ABT,-0.002922423,-0.009366608,0.799433649,0.544919472,-0.51921698,-0.593793983,-0.437462074,-0.151803715,0.151803715,-0.34966733
TMUS,-0.0165626,0.001583786,0.924147785,0.446064474,-2.945817462,0.30643083,0.245228738,-0.995438569,0.995438569,-0.349679831
ZBRA,-0.002785843,-0.006172462,0.957392871,0.706460762,-0.494919242,0.546404042,-0.238326356,1.226799949,-1.226799949,-0.353410376
BKR,-0.00973913,0.003130435,0.636342764,0.359227423,-1.731915681,-1.771033914,0.341652957,-1.736511503,1.736511503,-0.356196284
MRNA,-0.009166644,-0.008444998,0.99857074,0.593977332,-1.630069839,0.843638505,-0.380005267,0.26685919,-0.26685919,-0.358323948
ADI,0.00233942,-0.015449579,0.890011072,0.691753624,0.416869918,0.060021588,-0.816698514,1.101288297,-1.101288297,-0.360273826
KEY,-0.000249033,0.003293738,0.657858729,0.585835246,-0.043618261,-1.615725089,0.351833906,0.197374108,-0.197374108,-0.376220888
TFC,-0.00272624,0.005771604,0.728131831,0.61413428,-0.48431572,-1.108472331,0.506313874,0.438879864,-0.438879864,-0.38133851
KHC,-0.002713789,-0.001650034,0.92154485,0.724268166,-0.482100816,0.287642049,0.04361963,1.378769472,-1.378769472,-0.382402152
ANET,-0.012801638,-0.000255983,0.909775317,0.51450614,-2.276738746,0.202685956,0.130530299,-0.41135303,0.41135303,-0.383042365
CDW,0.002686835,0.007055329,0.787824452,0.789690827,0.478675411,-0.677592718,0.586346387,1.937090634,-1.937090634,-0.387415388
CFG,0.001185897,-0.015743927,0.952208698,0.732431705,0.211657214,0.50898309,-0.835049336,1.448437635,-1.448437635,-0.390711667
ROP,-0.003800205,-0.00794673,0.950320005,0.687181907,-0.67537521,0.495349931,-0.348941252,1.062272975,-1.062272975,-0.397809877
TSLA,-0.008921802,-0.015772479,0.923966885,0.501400597,-1.586512223,0.305125037,-0.836829384,-0.523196573,0.523196573,-0.398754999
